epoch,loss,val_loss
0,0.33596611234755852,0.28853229871725777
1,0.25288101081608055,0.2684433549534973
2,0.23884073452739976,0.25231193581643085
3,0.23270422178399952,0.24586082795897116
4,0.22912754334730973,0.24202750257421488
5,0.22549539849442629,0.24085938204281596
6,0.22214414285394415,0.23803070058461132
7,0.2198713201864719,0.2345728482042409
8,0.21703864243456286,0.22883981439395931
9,0.21508062480253459,0.24079281274592404
10,0.21345311811948467,0.22975180456784658
11,0.21170297097898186,0.23594188878467368
12,0.21021667632272359,0.22709652598584171
13,0.20871285433869885,0.22961237122866221
14,0.20807409211636332,0.23477202729197616
15,0.20731643834264929,0.22503587544394743
16,0.20649007503912259,0.23497608556859328
17,0.20591177779986544,0.22303058777260007
18,0.20501702477628675,0.22764356052402124
19,0.20429502342921715,0.22821354989755885
20,0.20446939943521183,0.21972089548618784
21,0.20380491937396653,0.22494480406549433
22,0.20356354264131007,0.22461047677141666
23,0.20287343214127088,0.23197622344381974
24,0.20239910169966147,0.23093841039316748
25,0.20158351187592055,0.22318325823825189
26,0.20186456809187833,0.22598012146751803
27,0.20141627687586966,0.22300758296186743
872s
