epoch,loss,val_loss
0,0.24763576575174687,0.23057173170905182
1,0.22390254833203957,0.22251508611699808
2,0.21835664912587788,0.2215006291002467
3,0.21673324333039518,0.21850994423679684
4,0.21298601267932135,0.22326836216708887
5,0.21058416842335131,0.21447195280073345
6,0.20816346030081048,0.20887258756851804
7,0.20537418564322979,0.20847717024709866
8,0.20298730400546178,0.20727403645498166
9,0.20123120426118282,0.20484379112072612
10,0.1986367205142659,0.20127078221328015
11,0.19763885358491201,0.1992841291686763
12,0.19700612517336552,0.19985753492168759
13,0.19584465194818437,0.1994294471822787
14,0.19394885416811575,0.19999100705203804
15,0.19401609581428586,0.19673165430625281
16,0.19316430748509214,0.19567362661810889
17,0.1926004482051952,0.1960251694140227
18,0.1915097983566755,0.19977689966343451
19,0.19106381037925405,0.19884997077178265
20,0.19081043910180057,0.19270535515270371
21,0.19019908010038378,0.19371558688041093
22,0.18984825347177398,0.19248775673517282
23,0.18917011406924925,0.19812926682441132
24,0.18951296119348818,0.19367913189141647
25,0.18862712782367383,0.1940419674999472
26,0.18862494572974062,0.19343945211258487
27,0.18830971932419091,0.1911798769581145
28,0.18795718074002837,0.19117492858482443
29,0.18801878647190709,0.19219053871389749
30,0.18743777457031621,0.1892526612981506
31,0.1874138579565475,0.19085448818362277
32,0.18721211879135993,0.18962922227987344
33,0.18719040067958159,0.19040362277756567
34,0.18682778257359256,0.18852434274942978
35,0.18643994093086053,0.18800110197153644
36,0.18642665774492165,0.18889010136110196
37,0.18648448729257128,0.18741542252077573
38,0.18639716201005957,0.18857371310393015
39,0.18591876807368651,0.18779467715733295
40,0.18572669156631061,0.18850484760343164
41,0.18587312540238887,0.18918303691822549
42,0.18535554383034789,0.18951785451044206
43,0.18533087205771026,0.1890648387480473
44,0.18537423912198056,0.18858728665804517
706s
