epoch,loss,val_loss
0,0.37599773357331728,0.34452360566288159
1,0.23149009500795778,0.29940553712532936
2,0.20985583366273261,0.29920705324396774
3,0.20276798034042917,0.27323085634998873
4,0.19808429303976044,0.26701503687478045
5,0.19400651455282736,0.27285151718487433
6,0.19198687811565551,0.24493785742259083
7,0.19168356546772702,0.24768550970567998
8,0.18927873662124858,0.2574295101113136
9,0.1870133749816211,0.25305214850803137
10,0.18596986393379869,0.25280627106314102
11,0.1843138230511345,0.23942497691850825
12,0.18261955584400519,0.23724796410378918
13,0.18191544662177253,0.24082176464069893
14,0.18147294086382193,0.23500790497560728
15,0.17841373954326975,0.24048005299108105
16,0.17794439012629007,0.22923089355498383
17,0.1777383941759646,0.22912180647924116
18,0.17512029643374064,0.25843467701680328
19,0.17629257142186594,0.2443493736248375
20,0.17536122892148676,0.23994709179719159
21,0.17358594868500329,0.23768913950573101
22,0.17340936918069114,0.23907899510538783
23,0.17161077764621982,0.23979374737107939
24,0.17182321967932876,0.23837901080424728
485s
