epoch,loss,val_loss
0,0.31806276638399339,0.44953881032168747
1,0.17764215762734134,0.3841822516932562
2,0.16682018420925118,0.33760466656389609
3,0.16206751165538322,0.3346067167426095
4,0.15853160622475038,0.3185388780905628
5,0.15631864398218881,0.29924052471993773
6,0.1551106750273625,0.30080599188325297
7,0.15422414915835431,0.29504940140232966
8,0.15332022525117289,0.30367309062366848
9,0.15278314544202531,0.29276785664305327
10,0.1517148529788199,0.29018073606596539
11,0.15183026576833469,0.27793323834305744
12,0.15120781519515816,0.27416876882949792
13,0.15020060798222412,0.28152626893057325
14,0.14991226115057116,0.27369762881601678
15,0.14971682091859034,0.26174527004055581
16,0.14994444455887596,0.28547727337888218
17,0.14944830919236629,0.27730621740815148
18,0.14868472563031118,0.27354596714010954
19,0.14838692287654359,0.26946907901816641
20,0.14844162448920109,0.26033924021512855
21,0.14805329440262183,0.28089696177287804
22,0.14776693887828318,0.27724510865083024
23,0.1467918265699221,0.25806914118336155
24,0.14720861351071868,0.27308005972899824
25,0.14650181049504449,0.28464420489101078
26,0.14594175375721496,0.26218838489434304
27,0.14618783716654501,0.26343600454942068
28,0.14532496236328007,0.26207336274720505
29,0.14464301443709437,0.26494978256239005
30,0.14535810697977203,0.2693142973614544
1240s
