epoch,loss,val_loss
0,0.21024992046996085,0.23297026860639375
1,0.20149329313875669,0.23170899314664078
2,0.20008085266629716,0.23197960567673254
3,0.19952240236750954,0.22914513325604208
4,0.19909748123742821,0.22884624130534428
5,0.1987135809834388,0.22766101525026267
6,0.19837755439156302,0.22906131007561967
7,0.19808384204435647,0.22810662606958304
8,0.19799965958573243,0.22605104312471602
9,0.19781406149373343,0.22837263835172583
10,0.19779782085566508,0.22713725772279394
11,0.19769292169190419,0.22569352868513221
12,0.19767846374988496,0.22685576826178616
13,0.19750313360797259,0.22469562548479771
14,0.19747570719741578,0.22479065769469528
15,0.19724866951358072,0.22275489867044315
16,0.19721326549832618,0.22488652836294443
17,0.19707053588774281,0.22409987926669614
18,0.19716474555213803,0.22601282710017204
19,0.1970219984182022,0.22662664127921661
20,0.19683976671674594,0.22369645933724544
21,0.19706758188124171,0.22251968160349336
22,0.19685414098772183,0.22490422999461077
23,0.19681943399144786,0.22220561696105753
24,0.19666678289377312,0.22261292564297119
25,0.19642481810129159,0.22510355672137705
26,0.19641101902737848,0.22405656855223202
27,0.19638843341041876,0.22167546557684015
28,0.19623373599180038,0.2221897546827358
29,0.19620515081178941,0.2229583033431434
30,0.19611137808555051,0.22231679853358779
31,0.19594228489532686,0.22115725513481621
32,0.19583124593292361,0.22138203983510746
33,0.19584576485284316,0.22165028573760648
34,0.19567861547137758,0.22120498846420034
35,0.19563854677872089,0.22055580831357163
36,0.19580439098601071,0.220808922747253
37,0.19562201062486315,0.22193403105417556
38,0.1954076792306059,0.22139510835547144
39,0.19538593321690556,0.22153396603026901
40,0.19543778232846634,0.22066070869704854
41,0.19530339497929894,0.22054721200615324
42,0.19519870667815775,0.22042952765389204
43,0.19514801766053502,0.22091616441547188
44,0.19516974254752167,0.22224004774881728
45,0.19507251032669359,0.22238806918714044
46,0.19512460528541906,0.22129649752061484
47,0.19506905012635053,0.22121430788969967
48,0.19503179145492772,0.22417770523473046
49,0.19509098914556733,0.22108065900203458
1457s
