epoch,loss,val_loss
0,1.2795160737862237,0.47695233958869199
1,0.26783108691421098,0.15515092869139821
2,0.042137721748745686,-0.098224697784719137
3,-0.087797709847093564,0.017148077797147623
4,-0.16958097333499522,-0.18195305824137076
5,-0.23284388235617132,-0.11607176531626526
6,-0.28813654988864218,-0.093170707832787011
7,-0.34001954702051218,-0.23388776689744054
8,-0.37299829336679036,-0.47533231073394361
9,-0.4025323131997634,-0.40258125137873679
10,-0.43981104627461498,-0.29405657753217535
11,-0.46193260584079043,-0.4333793197395035
12,-0.49170759063744585,-0.43628554565256722
13,-0.52966041730043478,-0.48508120780693276
14,-0.55117878238546647,-0.56375188737251425
15,-0.56423526787795186,-0.44777876609105377
16,-0.58220883896093412,-0.52839091983278175
17,-0.60151121547337805,-0.44637741275720377
18,-0.61251826460745784,-0.5477773612327963
19,-0.63072640617875053,-0.48122569152762767
20,-0.64590352241981752,-0.49548152238963039
21,-0.64468115157737793,-0.51536568640140368
260s
